0.00.005.519 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.006.422 W srv  llama_server: -----------------
0.00.006.425 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.006.425 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.006.426 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.006.426 W srv  llama_server: -----------------
0.00.007.705 I srv    load_model: loading model '/home/sandalots/excalibur/artifacts/excalibur-medic-1b-Q4_K_M.gguf'
0.06.131.190 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 2048, kv_unified = 'true'
0.06.146.110 I srv  llama_server: model loaded
0.06.146.118 I srv  llama_server: listening on http://127.0.0.1:8080
3.12.600.621 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
13.50.847.596 I slot print_timing: id  3 | task 6705 |       total time =   14338.46 ms /   201 tokens
13.50.847.597 I slot print_timing: id  3 | task 6705 |    graphs reused =       6817
13.50.847.628 I slot      release: id  3 | task 6705 | stop processing: n_tokens = 246, truncated = 0
13.50.868.636 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
13.50.868.734 I slot launch_slot_: id  3 | task 6906 | processing task, is_child = 0
13.50.868.753 W slot   operator(): id  3 | task 6906 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
13.50.868.755 W slot   operator(): id  3 | task 6906 | n_past was set to 46
13.57.951.363 I slot print_timing: id  3 | task 6906 | n_decoded =    100, tg =  14.26 t/s, tg_3s =  14.26 t/s
14.00.979.263 I slot print_timing: id  3 | task 6906 | n_decoded =    142, tg =  14.14 t/s, tg_3s =  13.87 t/s
14.04.035.917 I slot print_timing: id  3 | task 6906 | n_decoded =    184, tg =  14.05 t/s, tg_3s =  13.74 t/s
14.05.207.407 I slot print_timing: id  3 | task 6906 | prompt eval time =      69.65 ms /     1 tokens (   69.65 ms per token,    14.36 tokens per second)
14.05.207.415 I slot print_timing: id  3 | task 6906 |        eval time =   14268.99 ms /   200 tokens (   71.34 ms per token,    14.02 tokens per second)
14.05.207.416 I slot print_timing: id  3 | task 6906 |       total time =   14338.64 ms /   201 tokens
14.05.207.418 I slot print_timing: id  3 | task 6906 |    graphs reused =       7017
14.05.207.449 I slot      release: id  3 | task 6906 | stop processing: n_tokens = 246, truncated = 0
14.05.228.445 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
14.05.228.544 I slot launch_slot_: id  3 | task 7107 | processing task, is_child = 0
14.05.228.564 W slot   operator(): id  3 | task 7107 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
14.05.228.566 W slot   operator(): id  3 | task 7107 | n_past was set to 46
14.12.300.073 I slot print_timing: id  3 | task 7107 | n_decoded =    100, tg =  14.28 t/s, tg_3s =  14.28 t/s
14.15.327.659 I slot print_timing: id  3 | task 7107 | n_decoded =    142, tg =  14.16 t/s, tg_3s =  13.87 t/s
14.18.383.929 I slot print_timing: id  3 | task 7107 | n_decoded =    184, tg =  14.06 t/s, tg_3s =  13.74 t/s
14.19.557.075 I slot print_timing: id  3 | task 7107 | prompt eval time =      69.97 ms /     1 tokens (   69.97 ms per token,    14.29 tokens per second)
14.19.557.084 I slot print_timing: id  3 | task 7107 |        eval time =   14258.52 ms /   200 tokens (   71.29 ms per token,    14.03 tokens per second)
14.19.557.085 I slot print_timing: id  3 | task 7107 |       total time =   14328.49 ms /   201 tokens
14.19.557.087 I slot print_timing: id  3 | task 7107 |    graphs reused =       7217
14.19.557.118 I slot      release: id  3 | task 7107 | stop processing: n_tokens = 246, truncated = 0
14.19.578.537 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
14.19.578.639 I slot launch_slot_: id  3 | task 7308 | processing task, is_child = 0
14.19.578.659 W slot   operator(): id  3 | task 7308 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
14.19.578.661 W slot   operator(): id  3 | task 7308 | n_past was set to 46
14.26.657.953 I slot print_timing: id  3 | task 7308 | n_decoded =    100, tg =  14.27 t/s, tg_3s =  14.27 t/s
14.29.685.377 I slot print_timing: id  3 | task 7308 | n_decoded =    142, tg =  14.15 t/s, tg_3s =  13.87 t/s
14.32.743.257 I slot print_timing: id  3 | task 7308 | n_decoded =    184, tg =  14.05 t/s, tg_3s =  13.74 t/s
14.33.916.409 I slot print_timing: id  3 | task 7308 | prompt eval time =      69.98 ms /     1 tokens (   69.98 ms per token,    14.29 tokens per second)
14.33.916.418 I slot print_timing: id  3 | task 7308 |        eval time =   14267.75 ms /   200 tokens (   71.34 ms per token,    14.02 tokens per second)
14.33.916.419 I slot print_timing: id  3 | task 7308 |       total time =   14337.73 ms /   201 tokens
14.33.916.420 I slot print_timing: id  3 | task 7308 |    graphs reused =       7417
14.33.916.454 I slot      release: id  3 | task 7308 | stop processing: n_tokens = 246, truncated = 0
14.33.939.547 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
14.33.939.643 I slot launch_slot_: id  3 | task 7509 | processing task, is_child = 0
14.33.939.662 W slot   operator(): id  3 | task 7509 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
14.33.939.664 W slot   operator(): id  3 | task 7509 | n_past was set to 46
14.41.019.233 I slot print_timing: id  3 | task 7509 | n_decoded =    100, tg =  14.27 t/s, tg_3s =  14.27 t/s
14.44.047.101 I slot print_timing: id  3 | task 7509 | n_decoded =    142, tg =  14.15 t/s, tg_3s =  13.87 t/s
14.47.098.397 I slot print_timing: id  3 | task 7509 | n_decoded =    184, tg =  14.06 t/s, tg_3s =  13.76 t/s
14.48.277.571 I slot print_timing: id  3 | task 7509 | prompt eval time =      70.18 ms /     1 tokens (   70.18 ms per token,    14.25 tokens per second)
14.48.277.580 I slot print_timing: id  3 | task 7509 |        eval time =   14267.71 ms /   200 tokens (   71.34 ms per token,    14.02 tokens per second)
14.48.277.581 I slot print_timing: id  3 | task 7509 |       total time =   14337.89 ms /   201 tokens
14.48.277.582 I slot print_timing: id  3 | task 7509 |    graphs reused =       7617
14.48.277.613 I slot      release: id  3 | task 7509 | stop processing: n_tokens = 246, truncated = 0
14.48.298.578 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
14.48.298.679 I slot launch_slot_: id  3 | task 7710 | processing task, is_child = 0
14.48.298.699 W slot   operator(): id  3 | task 7710 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
14.48.298.700 W slot   operator(): id  3 | task 7710 | n_past was set to 46
14.55.374.011 I slot print_timing: id  3 | task 7710 | n_decoded =    100, tg =  14.27 t/s, tg_3s =  14.27 t/s
14.58.403.689 I slot print_timing: id  3 | task 7710 | n_decoded =    142, tg =  14.15 t/s, tg_3s =  13.86 t/s
15.01.463.102 I slot print_timing: id  3 | task 7710 | n_decoded =    184, tg =  14.05 t/s, tg_3s =  13.73 t/s
15.02.636.323 I slot print_timing: id  3 | task 7710 | prompt eval time =      69.87 ms /     1 tokens (   69.87 ms per token,    14.31 tokens per second)
15.02.636.332 I slot print_timing: id  3 | task 7710 |        eval time =   14267.73 ms /   200 tokens (   71.34 ms per token,    14.02 tokens per second)
15.02.636.333 I slot print_timing: id  3 | task 7710 |       total time =   14337.60 ms /   201 tokens
15.02.636.335 I slot print_timing: id  3 | task 7710 |    graphs reused =       7817
15.02.636.367 I slot      release: id  3 | task 7710 | stop processing: n_tokens = 246, truncated = 0
15.02.657.396 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
15.02.657.493 I slot launch_slot_: id  3 | task 7911 | processing task, is_child = 0
15.02.657.513 W slot   operator(): id  3 | task 7911 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
15.02.657.514 W slot   operator(): id  3 | task 7911 | n_past was set to 46
15.09.736.582 I slot print_timing: id  3 | task 7911 | n_decoded =    100, tg =  14.27 t/s, tg_3s =  14.27 t/s
15.12.760.304 I slot print_timing: id  3 | task 7911 | n_decoded =    142, tg =  14.15 t/s, tg_3s =  13.89 t/s
15.15.816.281 I slot print_timing: id  3 | task 7911 | n_decoded =    184, tg =  14.06 t/s, tg_3s =  13.74 t/s
15.16.988.349 I slot print_timing: id  3 | task 7911 | prompt eval time =      70.01 ms /     1 tokens (   70.01 ms per token,    14.28 tokens per second)
15.16.988.359 I slot print_timing: id  3 | task 7911 |        eval time =   14260.81 ms /   200 tokens (   71.30 ms per token,    14.02 tokens per second)
15.16.988.360 I slot print_timing: id  3 | task 7911 |       total time =   14330.82 ms /   201 tokens
15.16.988.362 I slot print_timing: id  3 | task 7911 |    graphs reused =       8017
15.16.988.393 I slot      release: id  3 | task 7911 | stop processing: n_tokens = 246, truncated = 0
15.17.009.557 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
15.17.009.652 I slot launch_slot_: id  3 | task 8112 | processing task, is_child = 0
15.17.009.673 W slot   operator(): id  3 | task 8112 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
15.17.009.674 W slot   operator(): id  3 | task 8112 | n_past was set to 46
15.24.091.224 I slot print_timing: id  3 | task 8112 | n_decoded =    100, tg =  14.26 t/s, tg_3s =  14.26 t/s
15.27.121.033 I slot print_timing: id  3 | task 8112 | n_decoded =    142, tg =  14.14 t/s, tg_3s =  13.86 t/s
15.30.181.496 I slot print_timing: id  3 | task 8112 | n_decoded =    184, tg =  14.04 t/s, tg_3s =  13.72 t/s
15.31.354.949 I slot print_timing: id  3 | task 8112 | prompt eval time =      70.08 ms /     1 tokens (   70.08 ms per token,    14.27 tokens per second)
15.31.355.014 I slot print_timing: id  3 | task 8112 |        eval time =   14275.17 ms /   200 tokens (   71.38 ms per token,    14.01 tokens per second)
15.31.355.016 I slot print_timing: id  3 | task 8112 |       total time =   14345.26 ms /   201 tokens
15.31.355.018 I slot print_timing: id  3 | task 8112 |    graphs reused =       8217
15.31.355.051 I slot      release: id  3 | task 8112 | stop processing: n_tokens = 246, truncated = 0
15.31.376.167 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
15.31.376.260 I slot launch_slot_: id  3 | task 8313 | processing task, is_child = 0
15.31.376.280 W slot   operator(): id  3 | task 8313 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
15.31.376.281 W slot   operator(): id  3 | task 8313 | n_past was set to 46
15.38.458.754 I slot print_timing: id  3 | task 8313 | n_decoded =    100, tg =  14.26 t/s, tg_3s =  14.26 t/s
15.41.486.814 I slot print_timing: id  3 | task 8313 | n_decoded =    142, tg =  14.14 t/s, tg_3s =  13.87 t/s
15.44.544.572 I slot print_timing: id  3 | task 8313 | n_decoded =    184, tg =  14.05 t/s, tg_3s =  13.74 t/s
15.45.719.108 I slot print_timing: id  3 | task 8313 | prompt eval time =      69.75 ms /     1 tokens (   69.75 ms per token,    14.34 tokens per second)
15.45.719.115 I slot print_timing: id  3 | task 8313 |        eval time =   14273.04 ms /   200 tokens (   71.37 ms per token,    14.01 tokens per second)
15.45.719.116 I slot print_timing: id  3 | task 8313 |       total time =   14342.79 ms /   201 tokens
15.45.719.118 I slot print_timing: id  3 | task 8313 |    graphs reused =       8417
15.45.719.151 I slot      release: id  3 | task 8313 | stop processing: n_tokens = 246, truncated = 0
15.45.739.973 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
15.45.740.068 I slot launch_slot_: id  3 | task 8514 | processing task, is_child = 0
15.45.740.087 W slot   operator(): id  3 | task 8514 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
15.45.740.089 W slot   operator(): id  3 | task 8514 | n_past was set to 46
15.52.820.460 I slot print_timing: id  3 | task 8514 | n_decoded =    100, tg =  14.26 t/s, tg_3s =  14.26 t/s
15.55.847.022 I slot print_timing: id  3 | task 8514 | n_decoded =    142, tg =  14.15 t/s, tg_3s =  13.88 t/s
15.58.904.530 I slot print_timing: id  3 | task 8514 | n_decoded =    184, tg =  14.05 t/s, tg_3s =  13.74 t/s
16.00.083.837 I slot print_timing: id  3 | task 8514 | prompt eval time =      69.97 ms /     1 tokens (   69.97 ms per token,    14.29 tokens per second)
16.00.083.845 I slot print_timing: id  3 | task 8514 |        eval time =   14273.76 ms /   200 tokens (   71.37 ms per token,    14.01 tokens per second)
16.00.083.846 I slot print_timing: id  3 | task 8514 |       total time =   14343.73 ms /   201 tokens
16.00.083.847 I slot print_timing: id  3 | task 8514 |    graphs reused =       8617
16.00.083.880 I slot      release: id  3 | task 8514 | stop processing: n_tokens = 246, truncated = 0
16.00.104.743 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
16.00.104.839 I slot launch_slot_: id  3 | task 8715 | processing task, is_child = 0
16.00.104.858 W slot   operator(): id  3 | task 8715 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
16.00.104.860 W slot   operator(): id  3 | task 8715 | n_past was set to 46
16.07.177.982 I slot print_timing: id  3 | task 8715 | n_decoded =    100, tg =  14.28 t/s, tg_3s =  14.28 t/s
16.10.206.909 I slot print_timing: id  3 | task 8715 | n_decoded =    142, tg =  14.16 t/s, tg_3s =  13.87 t/s
16.13.266.696 I slot print_timing: id  3 | task 8715 | n_decoded =    184, tg =  14.05 t/s, tg_3s =  13.73 t/s
16.14.439.868 I slot print_timing: id  3 | task 8715 | prompt eval time =      70.27 ms /     1 tokens (   70.27 ms per token,    14.23 tokens per second)
16.14.439.877 I slot print_timing: id  3 | task 8715 |        eval time =   14264.72 ms /   200 tokens (   71.32 ms per token,    14.02 tokens per second)
16.14.439.878 I slot print_timing: id  3 | task 8715 |       total time =   14334.99 ms /   201 tokens
16.14.439.879 I slot print_timing: id  3 | task 8715 |    graphs reused =       8817
16.14.439.913 I slot      release: id  3 | task 8715 | stop processing: n_tokens = 246, truncated = 0
16.14.460.953 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
16.14.461.044 I slot launch_slot_: id  3 | task 8916 | processing task, is_child = 0
16.14.461.064 W slot   operator(): id  3 | task 8916 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
16.14.461.065 W slot   operator(): id  3 | task 8916 | n_past was set to 46
16.21.539.024 I slot print_timing: id  3 | task 8916 | n_decoded =    100, tg =  14.27 t/s, tg_3s =  14.27 t/s
16.24.565.021 I slot print_timing: id  3 | task 8916 | n_decoded =    142, tg =  14.15 t/s, tg_3s =  13.88 t/s
16.27.621.682 I slot print_timing: id  3 | task 8916 | n_decoded =    184, tg =  14.06 t/s, tg_3s =  13.74 t/s
16.28.795.843 I slot print_timing: id  3 | task 8916 | prompt eval time =      70.09 ms /     1 tokens (   70.09 ms per token,    14.27 tokens per second)
16.28.795.852 I slot print_timing: id  3 | task 8916 |        eval time =   14264.67 ms /   200 tokens (   71.32 ms per token,    14.02 tokens per second)
16.28.795.853 I slot print_timing: id  3 | task 8916 |       total time =   14334.76 ms /   201 tokens
16.28.795.855 I slot print_timing: id  3 | task 8916 |    graphs reused =       9017
16.28.795.885 I slot      release: id  3 | task 8916 | stop processing: n_tokens = 246, truncated = 0
16.28.816.912 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
16.28.817.004 I slot launch_slot_: id  3 | task 9117 | processing task, is_child = 0
16.28.817.022 W slot   operator(): id  3 | task 9117 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
16.28.817.024 W slot   operator(): id  3 | task 9117 | n_past was set to 46
16.35.894.884 I slot print_timing: id  3 | task 9117 | n_decoded =    100, tg =  14.27 t/s, tg_3s =  14.27 t/s
16.38.917.627 I slot print_timing: id  3 | task 9117 | n_decoded =    142, tg =  14.16 t/s, tg_3s =  13.89 t/s
16.41.976.443 I slot print_timing: id  3 | task 9117 | n_decoded =    184, tg =  14.06 t/s, tg_3s =  13.73 t/s
16.43.150.206 I slot print_timing: id  3 | task 9117 | prompt eval time =      69.97 ms /     1 tokens (   69.97 ms per token,    14.29 tokens per second)
16.43.150.215 I slot print_timing: id  3 | task 9117 |        eval time =   14263.19 ms /   200 tokens (   71.32 ms per token,    14.02 tokens per second)
16.43.150.216 I slot print_timing: id  3 | task 9117 |       total time =   14333.16 ms /   201 tokens
16.43.150.218 I slot print_timing: id  3 | task 9117 |    graphs reused =       9217
16.43.150.251 I slot      release: id  3 | task 9117 | stop processing: n_tokens = 246, truncated = 0
16.43.171.321 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
16.43.171.417 I slot launch_slot_: id  3 | task 9318 | processing task, is_child = 0
16.43.171.437 W slot   operator(): id  3 | task 9318 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
16.43.171.439 W slot   operator(): id  3 | task 9318 | n_past was set to 46
16.50.248.102 I slot print_timing: id  3 | task 9318 | n_decoded =    100, tg =  14.28 t/s, tg_3s =  14.28 t/s
16.53.277.723 I slot print_timing: id  3 | task 9318 | n_decoded =    142, tg =  14.15 t/s, tg_3s =  13.86 t/s
16.56.341.101 I slot print_timing: id  3 | task 9318 | n_decoded =    184, tg =  14.05 t/s, tg_3s =  13.71 t/s
16.57.514.187 I slot print_timing: id  3 | task 9318 | prompt eval time =      71.74 ms /     1 tokens (   71.74 ms per token,    13.94 tokens per second)
16.57.514.196 I slot print_timing: id  3 | task 9318 |        eval time =   14270.99 ms /   200 tokens (   71.35 ms per token,    14.01 tokens per second)
16.57.514.197 I slot print_timing: id  3 | task 9318 |       total time =   14342.73 ms /   201 tokens
16.57.514.199 I slot print_timing: id  3 | task 9318 |    graphs reused =       9417
16.57.514.232 I slot      release: id  3 | task 9318 | stop processing: n_tokens = 246, truncated = 0
16.57.537.307 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
16.57.537.397 I slot launch_slot_: id  3 | task 9519 | processing task, is_child = 0
16.57.537.417 W slot   operator(): id  3 | task 9519 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
16.57.537.418 W slot   operator(): id  3 | task 9519 | n_past was set to 46
17.04.620.920 I slot print_timing: id  3 | task 9519 | n_decoded =    100, tg =  14.26 t/s, tg_3s =  14.26 t/s
17.07.653.397 I slot print_timing: id  3 | task 9519 | n_decoded =    142, tg =  14.13 t/s, tg_3s =  13.85 t/s
17.10.716.737 I slot print_timing: id  3 | task 9519 | n_decoded =    184, tg =  14.04 t/s, tg_3s =  13.71 t/s
17.11.890.823 I slot print_timing: id  3 | task 9519 | prompt eval time =      69.87 ms /     1 tokens (   69.87 ms per token,    14.31 tokens per second)
17.11.890.833 I slot print_timing: id  3 | task 9519 |        eval time =   14283.51 ms /   200 tokens (   71.42 ms per token,    14.00 tokens per second)
17.11.890.834 I slot print_timing: id  3 | task 9519 |       total time =   14353.39 ms /   201 tokens
17.11.890.836 I slot print_timing: id  3 | task 9519 |    graphs reused =       9617
17.11.890.867 I slot      release: id  3 | task 9519 | stop processing: n_tokens = 246, truncated = 0
17.11.911.887 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
17.11.911.984 I slot launch_slot_: id  3 | task 9720 | processing task, is_child = 0
17.11.912.005 W slot   operator(): id  3 | task 9720 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
17.11.912.006 W slot   operator(): id  3 | task 9720 | n_past was set to 46
17.18.988.722 I slot print_timing: id  3 | task 9720 | n_decoded =    100, tg =  14.27 t/s, tg_3s =  14.27 t/s
17.22.019.773 I slot print_timing: id  3 | task 9720 | n_decoded =    142, tg =  14.15 t/s, tg_3s =  13.86 t/s
17.25.078.500 I slot print_timing: id  3 | task 9720 | n_decoded =    184, tg =  14.05 t/s, tg_3s =  13.73 t/s
17.26.252.016 I slot print_timing: id  3 | task 9720 | prompt eval time =      70.14 ms /     1 tokens (   70.14 ms per token,    14.26 tokens per second)
17.26.252.027 I slot print_timing: id  3 | task 9720 |        eval time =   14269.86 ms /   200 tokens (   71.35 ms per token,    14.02 tokens per second)
17.26.252.028 I slot print_timing: id  3 | task 9720 |       total time =   14339.99 ms /   201 tokens
17.26.252.029 I slot print_timing: id  3 | task 9720 |    graphs reused =       9817
17.26.252.062 I slot      release: id  3 | task 9720 | stop processing: n_tokens = 246, truncated = 0
17.26.273.079 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
17.26.273.179 I slot launch_slot_: id  3 | task 9921 | processing task, is_child = 0
17.26.273.198 W slot   operator(): id  3 | task 9921 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
17.26.273.200 W slot   operator(): id  3 | task 9921 | n_past was set to 46
17.33.350.599 I slot print_timing: id  3 | task 9921 | n_decoded =    100, tg =  14.27 t/s, tg_3s =  14.27 t/s
17.36.376.534 I slot print_timing: id  3 | task 9921 | n_decoded =    142, tg =  14.15 t/s, tg_3s =  13.88 t/s
17.39.437.702 I slot print_timing: id  3 | task 9921 | n_decoded =    184, tg =  14.05 t/s, tg_3s =  13.72 t/s
17.40.610.876 I slot print_timing: id  3 | task 9921 | prompt eval time =      70.19 ms /     1 tokens (   70.19 ms per token,    14.25 tokens per second)
17.40.610.885 I slot print_timing: id  3 | task 9921 |        eval time =   14267.47 ms /   200 tokens (   71.34 ms per token,    14.02 tokens per second)
17.40.610.886 I slot print_timing: id  3 | task 9921 |       total time =   14337.66 ms /   201 tokens
17.40.610.888 I slot print_timing: id  3 | task 9921 |    graphs reused =      10017
17.40.610.921 I slot      release: id  3 | task 9921 | stop processing: n_tokens = 246, truncated = 0
17.40.631.859 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
17.40.631.961 I slot launch_slot_: id  3 | task 10122 | processing task, is_child = 0
17.40.631.982 W slot   operator(): id  3 | task 10122 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
17.40.631.983 W slot   operator(): id  3 | task 10122 | n_past was set to 46
17.47.711.161 I slot print_timing: id  3 | task 10122 | n_decoded =    100, tg =  14.27 t/s, tg_3s =  14.27 t/s
17.50.735.823 I slot print_timing: id  3 | task 10122 | n_decoded =    142, tg =  14.15 t/s, tg_3s =  13.89 t/s
17.53.789.122 I slot print_timing: id  3 | task 10122 | n_decoded =    184, tg =  14.06 t/s, tg_3s =  13.76 t/s
17.54.966.452 I slot print_timing: id  3 | task 10122 | prompt eval time =      69.94 ms /     1 tokens (   69.94 ms per token,    14.30 tokens per second)
17.54.966.462 I slot print_timing: id  3 | task 10122 |        eval time =   14264.51 ms /   200 tokens (   71.32 ms per token,    14.02 tokens per second)
17.54.966.463 I slot print_timing: id  3 | task 10122 |       total time =   14334.45 ms /   201 tokens
17.54.966.465 I slot print_timing: id  3 | task 10122 |    graphs reused =      10217
17.54.966.497 I slot      release: id  3 | task 10122 | stop processing: n_tokens = 246, truncated = 0
17.54.987.549 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
17.54.987.645 I slot launch_slot_: id  3 | task 10323 | processing task, is_child = 0
17.54.987.665 W slot   operator(): id  3 | task 10323 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
17.54.987.666 W slot   operator(): id  3 | task 10323 | n_past was set to 46
18.02.062.860 I slot print_timing: id  3 | task 10323 | n_decoded =    100, tg =  14.27 t/s, tg_3s =  14.27 t/s
18.05.086.858 I slot print_timing: id  3 | task 10323 | n_decoded =    142, tg =  14.16 t/s, tg_3s =  13.89 t/s
18.08.147.183 I slot print_timing: id  3 | task 10323 | n_decoded =    184, tg =  14.06 t/s, tg_3s =  13.72 t/s
18.09.321.148 I slot print_timing: id  3 | task 10323 | prompt eval time =      69.87 ms /     1 tokens (   69.87 ms per token,    14.31 tokens per second)
18.09.321.157 I slot print_timing: id  3 | task 10323 |        eval time =   14263.60 ms /   200 tokens (   71.32 ms per token,    14.02 tokens per second)
18.09.321.158 I slot print_timing: id  3 | task 10323 |       total time =   14333.47 ms /   201 tokens
18.09.321.160 I slot print_timing: id  3 | task 10323 |    graphs reused =      10417
18.09.321.193 I slot      release: id  3 | task 10323 | stop processing: n_tokens = 246, truncated = 0
18.09.342.266 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
18.09.342.356 I slot launch_slot_: id  3 | task 10524 | processing task, is_child = 0
18.09.342.375 W slot   operator(): id  3 | task 10524 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
18.09.342.376 W slot   operator(): id  3 | task 10524 | n_past was set to 46
18.16.423.594 I slot print_timing: id  3 | task 10524 | n_decoded =    100, tg =  14.26 t/s, tg_3s =  14.26 t/s
18.19.454.166 I slot print_timing: id  3 | task 10524 | n_decoded =    142, tg =  14.14 t/s, tg_3s =  13.86 t/s
18.22.509.989 I slot print_timing: id  3 | task 10524 | n_decoded =    184, tg =  14.05 t/s, tg_3s =  13.74 t/s
18.23.689.095 I slot print_timing: id  3 | task 10524 | prompt eval time =      69.92 ms /     1 tokens (   69.92 ms per token,    14.30 tokens per second)
18.23.689.104 I slot print_timing: id  3 | task 10524 |        eval time =   14276.78 ms /   200 tokens (   71.38 ms per token,    14.01 tokens per second)
18.23.689.105 I slot print_timing: id  3 | task 10524 |       total time =   14346.70 ms /   201 tokens
18.23.689.107 I slot print_timing: id  3 | task 10524 |    graphs reused =      10617
18.23.689.139 I slot      release: id  3 | task 10524 | stop processing: n_tokens = 246, truncated = 0
18.23.710.070 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
18.23.710.163 I slot launch_slot_: id  3 | task 10725 | processing task, is_child = 0
18.23.710.182 W slot   operator(): id  3 | task 10725 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
18.23.710.183 W slot   operator(): id  3 | task 10725 | n_past was set to 46
18.30.783.961 I slot print_timing: id  3 | task 10725 | n_decoded =    100, tg =  14.28 t/s, tg_3s =  14.28 t/s
18.33.810.200 I slot print_timing: id  3 | task 10725 | n_decoded =    142, tg =  14.16 t/s, tg_3s =  13.88 t/s
18.36.868.348 I slot print_timing: id  3 | task 10725 | n_decoded =    184, tg =  14.06 t/s, tg_3s =  13.73 t/s
18.38.042.616 I slot print_timing: id  3 | task 10725 | prompt eval time =      70.39 ms /     1 tokens (   70.39 ms per token,    14.21 tokens per second)
18.38.042.626 I slot print_timing: id  3 | task 10725 |        eval time =   14262.03 ms /   200 tokens (   71.31 ms per token,    14.02 tokens per second)
18.38.042.627 I slot print_timing: id  3 | task 10725 |       total time =   14332.42 ms /   201 tokens
18.38.042.628 I slot print_timing: id  3 | task 10725 |    graphs reused =      10817
18.38.042.660 I slot      release: id  3 | task 10725 | stop processing: n_tokens = 246, truncated = 0
