0.00.005.110 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.005.980 W srv  llama_server: -----------------
0.00.005.984 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.005.984 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.005.985 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.005.985 W srv  llama_server: -----------------
0.00.007.277 I srv    load_model: loading model '/home/sandalots/excalibur/artifacts/excalibur-medic-1b-Q4_K_M.gguf'
0.06.882.496 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 2048, kv_unified = 'true'
0.06.909.546 I srv  llama_server: model loaded
0.06.909.554 I srv  llama_server: listening on http://127.0.0.1:8080
3.13.001.296 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
15.49.878.812 I slot print_timing: id  3 | task 8402 | prompt eval time =      69.61 ms /     1 tokens (   69.61 ms per token,    14.36 tokens per second)
15.49.878.820 I slot print_timing: id  3 | task 8402 |        eval time =   14235.68 ms /   200 tokens (   71.18 ms per token,    14.05 tokens per second)
15.49.878.821 I slot print_timing: id  3 | task 8402 |       total time =   14305.29 ms /   201 tokens
15.49.878.823 I slot print_timing: id  3 | task 8402 |    graphs reused =       8508
15.49.878.855 I slot      release: id  3 | task 8402 | stop processing: n_tokens = 246, truncated = 0
15.49.899.813 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
15.49.899.913 I slot launch_slot_: id  3 | task 8603 | processing task, is_child = 0
15.49.899.932 W slot   operator(): id  3 | task 8603 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
15.49.899.934 W slot   operator(): id  3 | task 8603 | n_past was set to 46
15.56.959.375 I slot print_timing: id  3 | task 8603 | n_decoded =    100, tg =  14.31 t/s, tg_3s =  14.31 t/s
15.59.974.959 I slot print_timing: id  3 | task 8603 | n_decoded =    142, tg =  14.19 t/s, tg_3s =  13.93 t/s
16.03.025.980 I slot print_timing: id  3 | task 8603 | n_decoded =    184, tg =  14.09 t/s, tg_3s =  13.77 t/s
16.04.195.573 I slot print_timing: id  3 | task 8603 | prompt eval time =      69.75 ms /     1 tokens (   69.75 ms per token,    14.34 tokens per second)
16.04.195.583 I slot print_timing: id  3 | task 8603 |        eval time =   14225.88 ms /   200 tokens (   71.13 ms per token,    14.06 tokens per second)
16.04.195.584 I slot print_timing: id  3 | task 8603 |       total time =   14295.62 ms /   201 tokens
16.04.195.586 I slot print_timing: id  3 | task 8603 |    graphs reused =       8708
16.04.195.617 I slot      release: id  3 | task 8603 | stop processing: n_tokens = 246, truncated = 0
16.04.216.774 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
16.04.216.870 I slot launch_slot_: id  3 | task 8804 | processing task, is_child = 0
16.04.216.888 W slot   operator(): id  3 | task 8804 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
16.04.216.890 W slot   operator(): id  3 | task 8804 | n_past was set to 46
16.11.284.147 I slot print_timing: id  3 | task 8804 | n_decoded =    100, tg =  14.30 t/s, tg_3s =  14.30 t/s
16.14.307.370 I slot print_timing: id  3 | task 8804 | n_decoded =    142, tg =  14.18 t/s, tg_3s =  13.89 t/s
16.17.363.549 I slot print_timing: id  3 | task 8804 | n_decoded =    184, tg =  14.08 t/s, tg_3s =  13.74 t/s
16.18.534.734 I slot print_timing: id  3 | task 8804 | prompt eval time =      74.49 ms /     1 tokens (   74.49 ms per token,    13.43 tokens per second)
16.18.534.742 I slot print_timing: id  3 | task 8804 |        eval time =   14243.34 ms /   200 tokens (   71.22 ms per token,    14.04 tokens per second)
16.18.534.744 I slot print_timing: id  3 | task 8804 |       total time =   14317.83 ms /   201 tokens
16.18.534.745 I slot print_timing: id  3 | task 8804 |    graphs reused =       8908
16.18.534.777 I slot      release: id  3 | task 8804 | stop processing: n_tokens = 246, truncated = 0
16.18.556.057 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
16.18.556.159 I slot launch_slot_: id  3 | task 9005 | processing task, is_child = 0
16.18.556.177 W slot   operator(): id  3 | task 9005 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
16.18.556.179 W slot   operator(): id  3 | task 9005 | n_past was set to 46
16.25.618.536 I slot print_timing: id  3 | task 9005 | n_decoded =    100, tg =  14.30 t/s, tg_3s =  14.30 t/s
16.28.642.281 I slot print_timing: id  3 | task 9005 | n_decoded =    142, tg =  14.18 t/s, tg_3s =  13.89 t/s
16.31.696.937 I slot print_timing: id  3 | task 9005 | n_decoded =    184, tg =  14.08 t/s, tg_3s =  13.75 t/s
16.32.869.123 I slot print_timing: id  3 | task 9005 | prompt eval time =      69.75 ms /     1 tokens (   69.75 ms per token,    14.34 tokens per second)
16.32.869.132 I slot print_timing: id  3 | task 9005 |        eval time =   14243.18 ms /   200 tokens (   71.22 ms per token,    14.04 tokens per second)
16.32.869.133 I slot print_timing: id  3 | task 9005 |       total time =   14312.93 ms /   201 tokens
16.32.869.135 I slot print_timing: id  3 | task 9005 |    graphs reused =       9108
16.32.869.166 I slot      release: id  3 | task 9005 | stop processing: n_tokens = 246, truncated = 0
16.32.890.339 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
16.32.890.440 I slot launch_slot_: id  3 | task 9206 | processing task, is_child = 0
16.32.890.459 W slot   operator(): id  3 | task 9206 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
16.32.890.508 W slot   operator(): id  3 | task 9206 | n_past was set to 46
16.39.943.004 I slot print_timing: id  3 | task 9206 | n_decoded =    100, tg =  14.32 t/s, tg_3s =  14.32 t/s
16.42.964.163 I slot print_timing: id  3 | task 9206 | n_decoded =    142, tg =  14.19 t/s, tg_3s =  13.90 t/s
16.46.019.314 I slot print_timing: id  3 | task 9206 | n_decoded =    184, tg =  14.09 t/s, tg_3s =  13.75 t/s
16.47.190.264 I slot print_timing: id  3 | task 9206 | prompt eval time =      69.54 ms /     1 tokens (   69.54 ms per token,    14.38 tokens per second)
16.47.190.273 I slot print_timing: id  3 | task 9206 |        eval time =   14230.25 ms /   200 tokens (   71.15 ms per token,    14.05 tokens per second)
16.47.190.274 I slot print_timing: id  3 | task 9206 |       total time =   14299.79 ms /   201 tokens
16.47.190.276 I slot print_timing: id  3 | task 9206 |    graphs reused =       9308
16.47.190.308 I slot      release: id  3 | task 9206 | stop processing: n_tokens = 246, truncated = 0
16.47.211.323 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
16.47.211.414 I slot launch_slot_: id  3 | task 9407 | processing task, is_child = 0
16.47.211.434 W slot   operator(): id  3 | task 9407 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
16.47.211.436 W slot   operator(): id  3 | task 9407 | n_past was set to 46
16.54.271.734 I slot print_timing: id  3 | task 9407 | n_decoded =    100, tg =  14.30 t/s, tg_3s =  14.30 t/s
16.57.292.822 I slot print_timing: id  3 | task 9407 | n_decoded =    142, tg =  14.18 t/s, tg_3s =  13.90 t/s
17.00.344.682 I slot print_timing: id  3 | task 9407 | n_decoded =    184, tg =  14.08 t/s, tg_3s =  13.76 t/s
17.01.514.487 I slot print_timing: id  3 | task 9407 | prompt eval time =      69.56 ms /     1 tokens (   69.56 ms per token,    14.38 tokens per second)
17.01.514.495 I slot print_timing: id  3 | task 9407 |        eval time =   14233.46 ms /   200 tokens (   71.17 ms per token,    14.05 tokens per second)
17.01.514.496 I slot print_timing: id  3 | task 9407 |       total time =   14303.02 ms /   201 tokens
17.01.514.498 I slot print_timing: id  3 | task 9407 |    graphs reused =       9508
17.01.514.528 I slot      release: id  3 | task 9407 | stop processing: n_tokens = 246, truncated = 0
17.01.537.629 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
17.01.537.722 I slot launch_slot_: id  3 | task 9608 | processing task, is_child = 0
17.01.537.740 W slot   operator(): id  3 | task 9608 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
17.01.537.742 W slot   operator(): id  3 | task 9608 | n_past was set to 46
17.08.605.724 I slot print_timing: id  3 | task 9608 | n_decoded =    100, tg =  14.29 t/s, tg_3s =  14.29 t/s
17.11.622.698 I slot print_timing: id  3 | task 9608 | n_decoded =    142, tg =  14.18 t/s, tg_3s =  13.92 t/s
17.14.677.867 I slot print_timing: id  3 | task 9608 | n_decoded =    184, tg =  14.08 t/s, tg_3s =  13.75 t/s
17.15.847.371 I slot print_timing: id  3 | task 9608 | prompt eval time =      69.99 ms /     1 tokens (   69.99 ms per token,    14.29 tokens per second)
17.15.847.380 I slot print_timing: id  3 | task 9608 |        eval time =   14239.62 ms /   200 tokens (   71.20 ms per token,    14.05 tokens per second)
17.15.847.381 I slot print_timing: id  3 | task 9608 |       total time =   14309.61 ms /   201 tokens
17.15.847.382 I slot print_timing: id  3 | task 9608 |    graphs reused =       9708
17.15.847.413 I slot      release: id  3 | task 9608 | stop processing: n_tokens = 246, truncated = 0
17.15.868.452 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
17.15.868.546 I slot launch_slot_: id  3 | task 9809 | processing task, is_child = 0
17.15.868.565 W slot   operator(): id  3 | task 9809 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
17.15.868.567 W slot   operator(): id  3 | task 9809 | n_past was set to 46
17.22.929.446 I slot print_timing: id  3 | task 9809 | n_decoded =    100, tg =  14.31 t/s, tg_3s =  14.31 t/s
17.25.954.500 I slot print_timing: id  3 | task 9809 | n_decoded =    142, tg =  14.18 t/s, tg_3s =  13.88 t/s
17.29.008.254 I slot print_timing: id  3 | task 9809 | n_decoded =    184, tg =  14.08 t/s, tg_3s =  13.75 t/s
17.30.178.160 I slot print_timing: id  3 | task 9809 | prompt eval time =      73.12 ms /     1 tokens (   73.12 ms per token,    13.68 tokens per second)
17.30.178.169 I slot print_timing: id  3 | task 9809 |        eval time =   14236.46 ms /   200 tokens (   71.18 ms per token,    14.05 tokens per second)
17.30.178.171 I slot print_timing: id  3 | task 9809 |       total time =   14309.58 ms /   201 tokens
17.30.178.172 I slot print_timing: id  3 | task 9809 |    graphs reused =       9908
17.30.178.203 I slot      release: id  3 | task 9809 | stop processing: n_tokens = 246, truncated = 0
17.30.199.129 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
17.30.199.225 I slot launch_slot_: id  3 | task 10010 | processing task, is_child = 0
17.30.199.245 W slot   operator(): id  3 | task 10010 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
17.30.199.246 W slot   operator(): id  3 | task 10010 | n_past was set to 46
17.37.265.370 I slot print_timing: id  3 | task 10010 | n_decoded =    100, tg =  14.29 t/s, tg_3s =  14.29 t/s
17.40.289.636 I slot print_timing: id  3 | task 10010 | n_decoded =    142, tg =  14.17 t/s, tg_3s =  13.89 t/s
17.43.335.771 I slot print_timing: id  3 | task 10010 | n_decoded =    184, tg =  14.08 t/s, tg_3s =  13.79 t/s
17.44.510.600 I slot print_timing: id  3 | task 10010 | prompt eval time =      69.61 ms /     1 tokens (   69.61 ms per token,    14.37 tokens per second)
17.44.510.608 I slot print_timing: id  3 | task 10010 |        eval time =   14241.73 ms /   200 tokens (   71.21 ms per token,    14.04 tokens per second)
17.44.510.609 I slot print_timing: id  3 | task 10010 |       total time =   14311.34 ms /   201 tokens
17.44.510.611 I slot print_timing: id  3 | task 10010 |    graphs reused =      10108
17.44.510.642 I slot      release: id  3 | task 10010 | stop processing: n_tokens = 246, truncated = 0
17.44.531.654 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
17.44.531.750 I slot launch_slot_: id  3 | task 10211 | processing task, is_child = 0
17.44.531.770 W slot   operator(): id  3 | task 10211 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
17.44.531.771 W slot   operator(): id  3 | task 10211 | n_past was set to 46
17.51.585.275 I slot print_timing: id  3 | task 10211 | n_decoded =    100, tg =  14.32 t/s, tg_3s =  14.32 t/s
17.54.611.762 I slot print_timing: id  3 | task 10211 | n_decoded =    142, tg =  14.18 t/s, tg_3s =  13.88 t/s
17.57.668.630 I slot print_timing: id  3 | task 10211 | n_decoded =    184, tg =  14.08 t/s, tg_3s =  13.74 t/s
17.58.838.045 I slot print_timing: id  3 | task 10211 | prompt eval time =      69.38 ms /     1 tokens (   69.38 ms per token,    14.41 tokens per second)
17.58.838.054 I slot print_timing: id  3 | task 10211 |        eval time =   14236.88 ms /   200 tokens (   71.18 ms per token,    14.05 tokens per second)
17.58.838.055 I slot print_timing: id  3 | task 10211 |       total time =   14306.26 ms /   201 tokens
17.58.838.056 I slot print_timing: id  3 | task 10211 |    graphs reused =      10308
17.58.838.088 I slot      release: id  3 | task 10211 | stop processing: n_tokens = 246, truncated = 0
17.58.859.042 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
17.58.859.142 I slot launch_slot_: id  3 | task 10412 | processing task, is_child = 0
17.58.859.161 W slot   operator(): id  3 | task 10412 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
17.58.859.163 W slot   operator(): id  3 | task 10412 | n_past was set to 46
18.05.918.796 I slot print_timing: id  3 | task 10412 | n_decoded =    100, tg =  14.31 t/s, tg_3s =  14.31 t/s
18.08.938.714 I slot print_timing: id  3 | task 10412 | n_decoded =    142, tg =  14.19 t/s, tg_3s =  13.91 t/s
18.11.993.541 I slot print_timing: id  3 | task 10412 | n_decoded =    184, tg =  14.08 t/s, tg_3s =  13.75 t/s
18.13.164.679 I slot print_timing: id  3 | task 10412 | prompt eval time =      69.89 ms /     1 tokens (   69.89 ms per token,    14.31 tokens per second)
18.13.164.689 I slot print_timing: id  3 | task 10412 |        eval time =   14235.61 ms /   200 tokens (   71.18 ms per token,    14.05 tokens per second)
18.13.164.691 I slot print_timing: id  3 | task 10412 |       total time =   14305.50 ms /   201 tokens
18.13.164.692 I slot print_timing: id  3 | task 10412 |    graphs reused =      10508
18.13.164.726 I slot      release: id  3 | task 10412 | stop processing: n_tokens = 246, truncated = 0
18.13.185.791 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
18.13.185.889 I slot launch_slot_: id  3 | task 10613 | processing task, is_child = 0
18.13.185.908 W slot   operator(): id  3 | task 10613 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
18.13.185.909 W slot   operator(): id  3 | task 10613 | n_past was set to 46
18.20.247.515 I slot print_timing: id  3 | task 10613 | n_decoded =    100, tg =  14.30 t/s, tg_3s =  14.30 t/s
18.23.266.711 I slot print_timing: id  3 | task 10613 | n_decoded =    142, tg =  14.18 t/s, tg_3s =  13.91 t/s
18.26.318.016 I slot print_timing: id  3 | task 10613 | n_decoded =    184, tg =  14.09 t/s, tg_3s =  13.76 t/s
18.27.489.097 I slot print_timing: id  3 | task 10613 | prompt eval time =      69.62 ms /     1 tokens (   69.62 ms per token,    14.36 tokens per second)
18.27.489.107 I slot print_timing: id  3 | task 10613 |        eval time =   14233.55 ms /   200 tokens (   71.17 ms per token,    14.05 tokens per second)
18.27.489.109 I slot print_timing: id  3 | task 10613 |       total time =   14303.17 ms /   201 tokens
18.27.489.110 I slot print_timing: id  3 | task 10613 |    graphs reused =      10708
18.27.489.146 I slot      release: id  3 | task 10613 | stop processing: n_tokens = 246, truncated = 0
18.27.510.360 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
18.27.510.459 I slot launch_slot_: id  3 | task 10814 | processing task, is_child = 0
18.27.510.490 W slot   operator(): id  3 | task 10814 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
18.27.510.490 W slot   operator(): id  3 | task 10814 | n_past was set to 46
18.34.570.219 I slot print_timing: id  3 | task 10814 | n_decoded =    100, tg =  14.31 t/s, tg_3s =  14.31 t/s
18.37.592.426 I slot print_timing: id  3 | task 10814 | n_decoded =    142, tg =  14.18 t/s, tg_3s =  13.90 t/s
18.40.646.425 I slot print_timing: id  3 | task 10814 | n_decoded =    184, tg =  14.08 t/s, tg_3s =  13.75 t/s
18.41.817.189 I slot print_timing: id  3 | task 10814 | prompt eval time =      69.86 ms /     1 tokens (   69.86 ms per token,    14.31 tokens per second)
18.41.817.198 I slot print_timing: id  3 | task 10814 |        eval time =   14236.82 ms /   200 tokens (   71.18 ms per token,    14.05 tokens per second)
18.41.817.200 I slot print_timing: id  3 | task 10814 |       total time =   14306.68 ms /   201 tokens
18.41.817.201 I slot print_timing: id  3 | task 10814 |    graphs reused =      10908
18.41.817.231 I slot      release: id  3 | task 10814 | stop processing: n_tokens = 246, truncated = 0
18.41.838.188 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
18.41.838.280 I slot launch_slot_: id  3 | task 11015 | processing task, is_child = 0
18.41.838.299 W slot   operator(): id  3 | task 11015 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
18.41.838.300 W slot   operator(): id  3 | task 11015 | n_past was set to 46
18.48.900.700 I slot print_timing: id  3 | task 11015 | n_decoded =    100, tg =  14.30 t/s, tg_3s =  14.30 t/s
18.51.923.905 I slot print_timing: id  3 | task 11015 | n_decoded =    142, tg =  14.18 t/s, tg_3s =  13.89 t/s
18.54.969.410 I slot print_timing: id  3 | task 11015 | n_decoded =    184, tg =  14.09 t/s, tg_3s =  13.79 t/s
18.56.146.018 I slot print_timing: id  3 | task 11015 | prompt eval time =      69.62 ms /     1 tokens (   69.62 ms per token,    14.36 tokens per second)
18.56.146.027 I slot print_timing: id  3 | task 11015 |        eval time =   14238.08 ms /   200 tokens (   71.19 ms per token,    14.05 tokens per second)
18.56.146.028 I slot print_timing: id  3 | task 11015 |       total time =   14307.70 ms /   201 tokens
18.56.146.030 I slot print_timing: id  3 | task 11015 |    graphs reused =      11108
18.56.146.062 I slot      release: id  3 | task 11015 | stop processing: n_tokens = 246, truncated = 0
18.56.167.092 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
18.56.167.188 I slot launch_slot_: id  3 | task 11216 | processing task, is_child = 0
18.56.167.207 W slot   operator(): id  3 | task 11216 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
18.56.167.208 W slot   operator(): id  3 | task 11216 | n_past was set to 46
19.03.221.377 I slot print_timing: id  3 | task 11216 | n_decoded =    100, tg =  14.32 t/s, tg_3s =  14.32 t/s
19.06.244.545 I slot print_timing: id  3 | task 11216 | n_decoded =    142, tg =  14.19 t/s, tg_3s =  13.89 t/s
19.09.298.913 I slot print_timing: id  3 | task 11216 | n_decoded =    184, tg =  14.09 t/s, tg_3s =  13.75 t/s
19.10.468.582 I slot print_timing: id  3 | task 11216 | prompt eval time =      69.81 ms /     1 tokens (   69.81 ms per token,    14.32 tokens per second)
19.10.468.591 I slot print_timing: id  3 | task 11216 |        eval time =   14231.55 ms /   200 tokens (   71.16 ms per token,    14.05 tokens per second)
19.10.468.592 I slot print_timing: id  3 | task 11216 |       total time =   14301.36 ms /   201 tokens
19.10.468.593 I slot print_timing: id  3 | task 11216 |    graphs reused =      11308
19.10.468.626 I slot      release: id  3 | task 11216 | stop processing: n_tokens = 246, truncated = 0
19.10.489.608 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
19.10.489.698 I slot launch_slot_: id  3 | task 11417 | processing task, is_child = 0
19.10.489.717 W slot   operator(): id  3 | task 11417 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
19.10.489.718 W slot   operator(): id  3 | task 11417 | n_past was set to 46
19.17.552.746 I slot print_timing: id  3 | task 11417 | n_decoded =    100, tg =  14.30 t/s, tg_3s =  14.30 t/s
19.20.576.066 I slot print_timing: id  3 | task 11417 | n_decoded =    142, tg =  14.18 t/s, tg_3s =  13.89 t/s
19.23.628.048 I slot print_timing: id  3 | task 11417 | n_decoded =    184, tg =  14.08 t/s, tg_3s =  13.76 t/s
19.24.797.415 I slot print_timing: id  3 | task 11417 | prompt eval time =      69.29 ms /     1 tokens (   69.29 ms per token,    14.43 tokens per second)
19.24.797.425 I slot print_timing: id  3 | task 11417 |        eval time =   14238.39 ms /   200 tokens (   71.19 ms per token,    14.05 tokens per second)
19.24.797.426 I slot print_timing: id  3 | task 11417 |       total time =   14307.68 ms /   201 tokens
19.24.797.428 I slot print_timing: id  3 | task 11417 |    graphs reused =      11508
19.24.797.459 I slot      release: id  3 | task 11417 | stop processing: n_tokens = 246, truncated = 0
19.24.820.678 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
19.24.820.778 I slot launch_slot_: id  3 | task 11618 | processing task, is_child = 0
19.24.820.797 W slot   operator(): id  3 | task 11618 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
19.24.820.799 W slot   operator(): id  3 | task 11618 | n_past was set to 46
19.31.876.484 I slot print_timing: id  3 | task 11618 | n_decoded =    100, tg =  14.31 t/s, tg_3s =  14.31 t/s
19.34.893.367 I slot print_timing: id  3 | task 11618 | n_decoded =    142, tg =  14.20 t/s, tg_3s =  13.92 t/s
19.37.947.932 I slot print_timing: id  3 | task 11618 | n_decoded =    184, tg =  14.09 t/s, tg_3s =  13.75 t/s
19.39.119.816 I slot print_timing: id  3 | task 11618 | prompt eval time =      69.51 ms /     1 tokens (   69.51 ms per token,    14.39 tokens per second)
19.39.119.825 I slot print_timing: id  3 | task 11618 |        eval time =   14229.49 ms /   200 tokens (   71.15 ms per token,    14.06 tokens per second)
19.39.119.827 I slot print_timing: id  3 | task 11618 |       total time =   14299.00 ms /   201 tokens
19.39.119.828 I slot print_timing: id  3 | task 11618 |    graphs reused =      11708
19.39.119.859 I slot      release: id  3 | task 11618 | stop processing: n_tokens = 246, truncated = 0
19.39.140.876 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
19.39.140.966 I slot launch_slot_: id  3 | task 11819 | processing task, is_child = 0
19.39.140.985 W slot   operator(): id  3 | task 11819 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
19.39.140.987 W slot   operator(): id  3 | task 11819 | n_past was set to 46
19.46.202.620 I slot print_timing: id  3 | task 11819 | n_decoded =    100, tg =  14.30 t/s, tg_3s =  14.30 t/s
19.49.223.543 I slot print_timing: id  3 | task 11819 | n_decoded =    142, tg =  14.18 t/s, tg_3s =  13.90 t/s
19.52.275.229 I slot print_timing: id  3 | task 11819 | n_decoded =    184, tg =  14.08 t/s, tg_3s =  13.76 t/s
19.53.445.932 I slot print_timing: id  3 | task 11819 | prompt eval time =      70.22 ms /     1 tokens (   70.22 ms per token,    14.24 tokens per second)
19.53.445.941 I slot print_timing: id  3 | task 11819 |        eval time =   14234.70 ms /   200 tokens (   71.17 ms per token,    14.05 tokens per second)
19.53.445.942 I slot print_timing: id  3 | task 11819 |       total time =   14304.93 ms /   201 tokens
19.53.445.944 I slot print_timing: id  3 | task 11819 |    graphs reused =      11908
19.53.445.975 I slot      release: id  3 | task 11819 | stop processing: n_tokens = 246, truncated = 0
19.53.467.103 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
19.53.467.202 I slot launch_slot_: id  3 | task 12020 | processing task, is_child = 0
19.53.467.222 W slot   operator(): id  3 | task 12020 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
19.53.467.223 W slot   operator(): id  3 | task 12020 | n_past was set to 46
20.00.529.549 I slot print_timing: id  3 | task 12020 | n_decoded =    100, tg =  14.30 t/s, tg_3s =  14.30 t/s
20.03.553.718 I slot print_timing: id  3 | task 12020 | n_decoded =    142, tg =  14.18 t/s, tg_3s =  13.89 t/s
20.06.601.447 I slot print_timing: id  3 | task 12020 | n_decoded =    184, tg =  14.08 t/s, tg_3s =  13.78 t/s
20.07.780.880 I slot print_timing: id  3 | task 12020 | prompt eval time =      70.35 ms /     1 tokens (   70.35 ms per token,    14.22 tokens per second)
20.07.780.890 I slot print_timing: id  3 | task 12020 |        eval time =   14243.30 ms /   200 tokens (   71.22 ms per token,    14.04 tokens per second)
20.07.780.891 I slot print_timing: id  3 | task 12020 |       total time =   14313.64 ms /   201 tokens
20.07.780.893 I slot print_timing: id  3 | task 12020 |    graphs reused =      12108
20.07.780.924 I slot      release: id  3 | task 12020 | stop processing: n_tokens = 246, truncated = 0
20.07.802.059 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
20.07.802.155 I slot launch_slot_: id  3 | task 12221 | processing task, is_child = 0
20.07.802.174 W slot   operator(): id  3 | task 12221 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
20.07.802.176 W slot   operator(): id  3 | task 12221 | n_past was set to 46
20.14.852.496 I slot print_timing: id  3 | task 12221 | n_decoded =    100, tg =  14.33 t/s, tg_3s =  14.33 t/s
20.17.876.439 I slot print_timing: id  3 | task 12221 | n_decoded =    142, tg =  14.19 t/s, tg_3s =  13.89 t/s
20.20.932.383 I slot print_timing: id  3 | task 12221 | n_decoded =    184, tg =  14.09 t/s, tg_3s =  13.74 t/s
20.22.103.276 I slot print_timing: id  3 | task 12221 | prompt eval time =      69.66 ms /     1 tokens (   69.66 ms per token,    14.35 tokens per second)
20.22.103.286 I slot print_timing: id  3 | task 12221 |        eval time =   14231.42 ms /   200 tokens (   71.16 ms per token,    14.05 tokens per second)
20.22.103.287 I slot print_timing: id  3 | task 12221 |       total time =   14301.08 ms /   201 tokens
20.22.103.289 I slot print_timing: id  3 | task 12221 |    graphs reused =      12308
20.22.103.320 I slot      release: id  3 | task 12221 | stop processing: n_tokens = 246, truncated = 0
20.22.124.303 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
20.22.124.403 I slot launch_slot_: id  3 | task 12422 | processing task, is_child = 0
20.22.124.423 W slot   operator(): id  3 | task 12422 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
20.22.124.424 W slot   operator(): id  3 | task 12422 | n_past was set to 46
20.29.190.720 I slot print_timing: id  3 | task 12422 | n_decoded =    100, tg =  14.29 t/s, tg_3s =  14.29 t/s
20.32.211.540 I slot print_timing: id  3 | task 12422 | n_decoded =    142, tg =  14.18 t/s, tg_3s =  13.90 t/s
20.35.264.846 I slot print_timing: id  3 | task 12422 | n_decoded =    184, tg =  14.08 t/s, tg_3s =  13.76 t/s
20.36.434.293 I slot print_timing: id  3 | task 12422 | prompt eval time =      69.91 ms /     1 tokens (   69.91 ms per token,    14.30 tokens per second)
20.36.434.303 I slot print_timing: id  3 | task 12422 |        eval time =   14239.94 ms /   200 tokens (   71.20 ms per token,    14.05 tokens per second)
